KEGG ID	Gene name	Definition
b1109	ndh, eck1095, jw1095	respiratory nadh dehydrogenase 2/cupric reductase
b1110	ycfj, eck1096, jw1096	predicted protein
b1111	ycfq, eck1097, jw5159	predicted dna-binding transcriptional regulator
b1112	bhsa, eck1098, jw1098, ycfr	predicted protein
b1113	ycfs, eck1099, jw5820	l,d-transpeptidase linking lpp to murein
b1114	mfd, eck1100, jw1100	transcription-repair coupling factor
b1115	ycft, eck1101, jw1101	predicted inner membrane protein
b1116	lolc, eck1102, jw5161, ycfu	outer membrane-specific lipoprotein transporter subunit
b1117	lold, eck1103, jw5162, ycfv	outer membrane-specific lipoprotein transporter subunit
b1118	lole, eck1104, jw1104, ycfw	outer membrane-specific lipoprotein transporter subunit
b1119	nagk, eck1105, jw1105, ycfx	n-acetyl-d-glucosamine kinase (ec:2,7,1,59)
b1120	cobb, eck1106, jw1106, ycfy	deacetylase of acetyl-coa synthetase, nad-dependent
b1121	ycfz, eck1107, jw1107	predicted inner membrane protein
b1122	ymfa, eck1108, jw5164	predicted inner membrane protein
b1123	potd, eck1109, jw1109	polyamine transporter subunit
b1124	potc, eck1110, jw1110	polyamine transporter subunit
b1125	potb, eck1111, jw1111	polyamine transporter subunit
b1126	pota, eck1112, jw1112	polyamine transporter subunit
b1127	pept, eck1113, jw1113	peptidase t
b1128	ycfd, eck1114, jw1114	conserved protein
b1129	phoq, eck1115, jw1115	sensory histidine kinase in two-compoent regulatory system with phop
b1130	phop, eck1116, jw1116	dna-binding response regulator in two-component regulatory system
b1131	purb, ade, eck1117, jw1117	adenylosuccinate lyase (ec:4,3,2,2)
b1132	hfld, eck1118, hslz, jw5165, ycfc	predicted lysogenization regulator
b1133	mnma, asue, eck1119, jw1119, trmu, ycfb	trna (5-methylaminomethyl-2-thiouridylate)-methyltransferase
b1134	nudj, eck1120, jw1120, ymfb	bifunctional thiamin pyrimidine pyrophosphate hydrolase/thiamin
b1135	rlue, eck1121, jw1121, ymfc	16s rna u516 pseudouridine synthase (ec:4,2,1,70)
b1136	icd, eck1122, icda, icde, jw1122	e14 prophage; isocitrate dehydrogenase, specific for nadp+
b1137	ymfd, eck1123, jw1123	e14 prophage; predicted sam-dependent methyltransferase
b1138	ymfe, eck1124, jw5166	e14 prophage; predicted inner membrane protein
b1139	lit, eck1125, jw1125	e14 prophage; cell death peptidase, inhibitor of t4 late gene
b1140	inte, eck1126, int, jw1126, ycfi	e14 prophage; predicted integrase
b1141	xise, eck1127, jw1127, vxis, ymfg	e14 prophage; predicted excisionase
b1143	ymfi, eck1129, jw5168	e14 prophage; predicted protein
b1144	ymfj, eck1130	e14 prophage; predicted protein
b1145	cohe, eck1131, jw1131, ymfk	e14 prophage; repressor protein phage e14
b1146	croe, eck4469, ymft	e14 prophage; predicted dna-binding transcriptional regulator
b1147	ymfl, eck1133, jw1133	e14 prophage; predicted dna-binding transcriptional regulator
b1148	ymfm, eck1134, jw1134	e14 prophage; predicted protein
b1150	ymfr, eck1136, jw1136	e14 prophage; predicted protein
b1151	beee, eck1137, jw1137, ymfo	pseudogene
b1152	jaye, eck1138, jw5170, ymfp	pseudogene
b1153	ymfq, eck1139, jw1139	prohage e14 tail protein homolog
b1154	stfp, eck1140, jw1140, ycfk	e14 prophage; predicted protein
b1155	tfap, eck1141, jw5171, ymfs	e14 prophage; predicted protein
b1156	tfae, eck1142, jw1142, ycfa	e14 prophage; predicted tail fiber assembly protein
b1157	stfe, eck1143, jw5172, ycfe	pseudogene
b1158	pine, eck1144, jw1144, pin	e14 prophage; site-specific dna recombinase
b1159	mcra, eck1145, jw1145, rgla	e14 prophage; 5-methylcytosine-specific restriction endonuclease b
b1160	iram, eck1147, elb1, elba, jw1147, ycgw	predicted protein
b1161	ycgx, eck1148, jw1148	predicted protein
b1162	ycge, eck1149, jw1149	predicted dna-binding transcriptional regulator
b1163	ycgf, eck1150, jw1150	predicted fad-binding phosphodiesterase
b1164	ycgz, eck1151, jw1151	predicted protein
b1165	ymga, eck1152, jw1152	predicted protein
b1166	arir, eck1153, jw1153, ymgb	predicted protein
b1167	ymgc, eck1154, jw1154	predicted protein
b1168	ycgg, eck1155, jw5174	conserved inner membrane protein
b1171	ymgd, eck1158, jw5177	predicted protein
b1172	ymgg, eck4470	predicted protein
b1174	mine, eck1162, jw1163, minb	cell division topological specificity factor
b1175	mind, eck1163, jw1164, minb	membrane atpase of the minc-mind-mine system
b1176	minc, eck1164, jw1165, minb	cell division inhibitor
b1177	ycgj, eck1165, jw1166	predicted protein
b1178	ycgk, eck1166, jw1167	predicted protein
b1179	ycgl, eck1167, jw1168	conserved protein
b1180	ycgm, eck1168, jw1169	predicted isomerase/hydrolase
b1181	ycgn, eck1169, jw5180	conserved protein
b1182	hlye, clya, eck1170, hpr, jw5181, shea, ycgd	hemolysin e
b1183	umud, eck1171, jw1172	dna polymerase v, subunit d (ec:3,4,21,-)
b1184	umuc, eck1172, jw1173, uvm	dna polymerase v, subunit c
b1185	dsbb, dsbx, eck1173, iarb, jw5182, roxb, ycga	oxidoreductase that catalyzes reoxidation of dsba protein disulfide
b1186	nhab, eck1174, jw1175	sodium:proton antiporter
b1187	fadr, dec, eck1175, jw1176, ole, oler, thdb	dna-binding transcriptional dual regulator of fatty acid metabolism
b1188	ycgb, eck1176, jw1177	conserved protein
b1189	dada, dadr, eck1177, jw1178	d-amino acid dehydrogenase (ec:1,4,99,1)
b1190	dadx, alnb, dadb, eck1178, jw1179	alanine racemase 2, plp-binding (ec:5,1,1,1)
b1191	cvra, eck1179, jw5184, ycgo	predicted cation/proton antiporter
b1192	ldca, eck1180, jw1181, ycgq	l,d-carboxypeptidase a (ec:3,4,17,13)
b1193	emta, eck1181, jw5821, mlte, sltz, ycgp	lytic murein endotransglycosylase e (ec:3,2,1,-)
b1194	ycgr, eck1182, jw1183	protein involved in flagellar function
b1195	ymge, eck1183, jw1184, tag	predicted inner membrane protein
b1196	ycgy, eck1184, jw1185	predicted protein
b1197	trea, eck1185, jw1186, osma	periplasmic trehalase (ec:3,2,1,28)
b1198	dham, dhah, eck1186, jw5185, ptsd, ycgc	fused predicted dihydroxyacetone-specific pts enzymes: hpr
b1199	dhal, dhak2, eck1187, jw5186, ptsd, ycgs	dihydroxyacetone kinase, c-terminal domain
b1200	dhak, dhak1, eck1188, jw5187, ptsd, ycgt	dihydroxyacetone kinase, n-terminal domain
b1201	dhar, eck1189, jw5188, ptsd, ycgu	predicted dna-binding transcriptional regulator, dihydroxyacetone
b1202	ycgv, eck1190, jw1193	predicted adhesin
b1203	ychf, eck1191, engd, gtp1, jw1194	predicted gtp-binding protein
b1204	pth, eck1192, jw1195, rap	peptidyl-trna hydrolase (ec:3,1,1,29)
b1205	ychh, eck1193, jw1196	predicted inner membrane protein
b1206	ychm, eck1194, jw5189	predicted transporter
b1207	prs, dnar, eck1195, jw1198, prsa	phosphoribosylpyrophosphate synthase (ec:2,7,6,1)
b1208	ispe, eck1196, ipk, jw1199, ychb	4-diphosphocytidyl-2-c-methylerythritol kinase (ec:2,7,1,148)
b1209	lolb, eck1197, hemm, jw1200, ychc	chaperone for lipoproteins
b1210	hema, eck1198, gtra, jw1201	glutamyl trna reductase (ec:1,2,1,-)
b1211	prfa, eck1199, jw1202, sueb, uar	peptide chain release factor rf-1
b1212	prmc, eck1200, hemk, jw1203	n5-glutamine methyltransferase, modifies release factors rf-1 and
b1213	ychq, eck1201, jw1204	predicted transcriptional regulator
b1214	ycha, eck1202, jw1205	predicted transcriptional regulator
b1215	kdsa, eck1203, jw1206	3-deoxy-d-manno-octulosonate 8-phosphate synthase (ec:2,5,1,55)
b1216	chaa, eck1210, jw1207	calcium/sodium:proton antiporter
b1217	chab, eck1211, jw1208	predicted cation regulator
b1218	chac, eck1212, jw1209	regulatory protein for cation transport
b1219	ychn, eck1213, jw1210	conserved protein
b1220	ycho, eck1214, jw1211, ychp	predicted invasin
b1221	narl, eck1215, frdr, jw1212	dna-binding response regulator in two-component regulatory system
b1222	narx, eck1216, frdr, jw1213, narr	sensory histidine kinase in two-component regulatory system with
b1223	nark, eck1217, jw1214	nitrate/nitrite transporter
b1224	narg, chlc, eck1218, jw1215, narc	nitrate reductase 1, alpha subunit (ec:1,7,99,4)
b1225	narh, chlc, eck1219, jw1216	nitrate reductase 1, beta (fe-s) subunit (ec:1,7,99,4)
b1226	narj, eck1220, jw1217	molybdenum-cofactor-assembly chaperone subunit (delta subunit) of
b1227	nari, chli, eck1221, jw1218	nitrate reductase 1, gamma (cytochrome b(nr)) subunit (ec:1,7,99,4)
b1229	tpr, eck1224, jw1219	predicted protamine-like protein
b1232	puru, eck1227, jw1220, tgs, ychi	formyltetrahydrofolate hydrolase (ec:3,5,1,10)
b1233	ychj, eck1228, jw1221	conserved protein
b1234	rssa, eck1229, jw1222, ychk	conserved protein
b1235	rssb, eck1230, hnr, jw1223, mvia, spre, vera, ychl	response regulator of rpos
b1236	galu, eck1231, jw1224, vera, ychd	glucose-1-phosphate uridylyltransferase (ec:2,7,7,9)
b1237	hns, b1, bgly, cur, drc, drdx, drs, eck1232, fimg, h1, hnsa, irk,	global dna-binding transcriptional dual regulator h-ns
b1238	tdk, eck1233, jw1226	thymidine kinase/deoxyuridine kinase (ec:2,7,1,21)
b1241	adhe, adhc, ana, eck1235, jw1228	fused acetaldehyde-coa dehydrogenase/iron-dependent alcohol
b1242	yche, eck1236, jw1229	predicted inner membrane protein
b1243	oppa, eck1237, jw1235	oligopeptide transporter subunit
b1244	oppb, eck1238, jw1236, stkb	oligopeptide transporter subunit
b1245	oppc, eck1239, jw1237, stkb	oligopeptide transporter subunit
b1246	oppd, eck1240, jw1238	oligopeptide transporter subunit
b1247	oppf, eck1241, jw1239	oligopeptide transporter subunit
b1248	yciu, eck1242, jw1240	predicted protein
b1249	cls, eck1243, jw1241, nov, ycij	cardiolipin synthase 1 (ec:2,7,8,-)
b1250	kch, eck1244, jw1242	voltage-gated potassium channel
b1251	ycii, eck1245, jw1243	predicted enzyme
b1252	tonb, eck1246, exba, jw5195, t1rec	membrane spanning protein in tonb-exbb-exbd complex
b1253	ycia, eck1247, jw1245	predicted hydrolase
b1254	ycib, eck1248, ispa, jw1246	predicted inner membrane protein
b1255	ycic, eck1249, jw1247	predicted inner membrane protein
b1256	ompw, eck1250, jw1248, ycid	outer membrane protein w
b1257	ycie, eck1251, jw1249	conserved protein
b1258	ycif, eck1252, jw1250	conserved protein
b1259	ycig, eck1253, jw1251	predicted protein
b1260	trpa	
b1261	trpb, eck1255, jw1253	tryptophan synthase, beta subunit (ec:4,2,1,20)
b1262	trpc, eck1256, jw1254, trpf	fused indole-3-glycerolphosphate
b1263	trpd, eck1257, jw1255, trpgd	fused glutamine amidotransferase (component ii) of anthranilate
b1264	trpe, anth, eck1258, jw1256, tryd, tryp-4	component i of anthranilate synthase (ec:4,1,3,27)
b1266	yciv, eck1260, jw1258, trph	conserved protein
b1267	ycio, eck1261, jw5196	conserved protein
b1268	yciq, eck1262, jw5197, ycip	predicted inner membrane protein
b1269	rlub, eck1263, jw1261, ycil	23s rrna pseudouridylate synthase (ec:4,2,1,70)
b1270	btur, coba, eck1264, jw1262	cob(i)alamin adenolsyltransferase/cobinamide atp-dependent
b1271	ycik, eck1265, jw1263	predicted oxoacyl-(acyl carrier protein) reductase, emrky-tolc
b1272	sohb, eck1266, jw1264	predicted inner membrane peptidase
b1273	ycin, eck1267, jw1265	predicted protein
b1274	topa, eck1268, jw1266, supx	dna topoisomerase i, omega subunit (ec:5,99,1,2)
b1275	cysb, eck1269, jw1267	dna-binding transcriptional dual regulator,
b1276	acna, acn, eck1271, jw1268	aconitate hydratase 1 (ec:4,2,1,3)
b1277	riba, eck1272, jw1269	gtp cyclohydrolase ii (ec:3,5,4,25)
b1278	pgpb, eck1273, jw1270	phosphatidylglycerophosphatase b (ec:3,1,3,27)
b1279	ycis, eck1274, jw1271	conserved inner membrane protein
b1280	ycim, eck1275, jw1272	conserved protein
b1281	pyrf, eck1276, jw1273	orotidine-5'-phosphate decarboxylase (ec:4,1,1,23)
b1282	ycih, eck1277, jw1274	conserved protein
b1283	osmb, eck1278, jw1275	lipoprotein
b1284	ycit, deot, eck1279, jw1276	predicted dna-binding transcriptional regulator
b1285	gmr, eck1280, jw1278, ycir	modulator of rnase ii stability
b1286	rnb, eck1281, jw1279	ribonuclease ii (ec:3,1,13,1)
b1287	yciw, eck1282, jw5200	predicted oxidoreductase
b1288	fabi, eck1283, envm, gts, jw1281, qmea	enoyl-
b1289	ycjd, eck1284, jw1282	conserved protein
b1290	sapf, eck1285, jw1283	predicted antimicrobial peptide transporter subunit
b1291	sapd, eck1286, jw1284, trke	predicted antimicrobial peptide transporter subunit
b1292	sapc, eck1287, jw1285	predicted antimicrobial peptide transporter subunit
b1293	sapb, eck1288, jw1286	predicted antimicrobial peptide transporter subunit
b1294	sapa, eck1289, jw1287	predicted antimicrobial peptide transporter subunit
b1295	ymja, eck1290, jw1288	predicted protein
b1296	puup, eck1291, jw1289, ycjj	putrescine importer
b1297	puua, eck1292, jw5201, ycjk	gamma-glu-putrescine synthase
b1298	puud, eck1293, jw1291, ycjl	gamma-glu-gaba hydrolase
b1299	puur, eck1294, jw1292, ycjc	dna-binding transcriptional repressor
b1300	puuc, aldh, eck1295, jw1293	gamma-glu-gamma-aminobutyraldehyde dehydrogenase, nad(p)h-dependent
b1301	puub, eck1296, jw1294, ordl, ycja	gamma-glu-putrescine oxidase, fad/nad(p)-binding
b1302	puue, eck1297, goag, jw1295	gaba aminotransferase, plp-dependent (ec:2,6,1,19)
b1303	pspf, eck1298, jw1296, ycjb	dna-binding transcriptional activator
b1304	pspa, cog, eck1299, jw1297	regulatory protein for phage-shock-protein operon
b1305	pspb, eck1300, jw1298	dna-binding transcriptional regulator of psp operon
b1306	pspc, eck1301, jw1299	dna-binding transcriptional activator
b1307	pspd, eck1302, jw1300	peripheral inner membrane phage-shock protein
b1308	pspe, eck1303, jw1301	thiosulfate:cyanide sulfurtransferase (rhodanese) (ec:2,8,1,1)
b1309	ycjm, eck1304, jw1302	predicted glucosyltransferase
b1310	ycjn, eck1305, jw1303	predicted sugar transporter subunit: periplasmic-binding component
b1311	ycjo, eck1306, jw1304	predicted sugar transporter subunit: membrane component of abc
b1312	ycjp, eck1307, jw1305	predicted sugar transporter subunit: membrane component of abc
b1313	ycjq, eck1308, jw1306	predicted oxidoreductase, zn-dependent and nad(p)-binding
b1314	ycjr, eck1309, jw5202	predicted enzyme
b1315	ycjs, eck1310, jw1308	predicted oxidoreductase, nadh-binding
b1316	ycjt, eck1311, jw1309	predicted hydrolase
b1317	ycju, eck1312, jw1310	predicted beta-phosphoglucomutase
b1319	ompg, eck1315, jw1312	outer membrane porin
b1320	ycjw, eck1316, jw1313	predicted dna-binding transcriptional regulator
b1321	ycjx, eck1317, jw1314	conserved protein with nucleoside triphosphate hydrolase domain
b1322	ycjf, eck1318, jw1315	conserved inner membrane protein
b1323	tyrr, eck1319, jw1316	dna-binding transcriptional dual regulator, tyrosine-binding
b1324	tpx, eck1320, jw1317, yzzj	lipid hydroperoxide peroxidase (ec:1,11,1,-)
b1325	ycjg, eck1321, jw1318, ycjh	l-ala-d/l-glu epimerase
b1326	mpaa, eck1322, jw1319, ycji	murein peptide amidase a
b1327	ycjy, eck1324, jw5804	predicted hydrolase
b1328	ycjz, eck1325, jw1321	predicted dna-binding transcriptional regulator
b1329	mppa, eck1326, jw1322, ynah	murein tripeptide (l-ala-gamma-d-glutamyl-meso-dap) transporter
b1330	ynai, eck1327, jw1323	conserved inner membrane protein
b1332	ynaj, eck1328, jw1326	predicted inner membrane protein
b1333	uspe, eck1329, jw1327, ydaa	stress-induced protein
b1334	fnr, eck1330, jw1328, nira, nirr, ossa	dna-binding transcriptional dual regulator, global regulator of
b1335	ogt, eck1331, jw1329	o-6-alkylguanine-dna:cysteine-protein methyltransferase
b1336	abgt, eck1332, jw5822, ydah	predicted cryptic aminobenzoyl-glutamate transporter
b1337	abgb, eck1333, jw1331, ydai	predicted peptidase, aminobenzoyl-glutamate utilization protein
b1338	abga, eck1334, jw5205, ydaj	predicted peptidase, aminobenzoyl-glutamate utilization protein
b1339	abgr, eck1335, jw1333	predicted dna-binding transcriptional regulator
b1340	ydal, eck1337, jw1334	conserved protein
b1341	ydam, eck1338, jw5206	predicted diguanylate cyclase, ggdef domain signalling protein
b1342	ydan, eck1339, jw1336, zntb	predicted zn(ii) transporter
b1343	dbpa, eck1340, jw1337, rhlc	atp-dependent rna helicase, specific for 23s rrna
b1344	ttca, eck1341, jw1338, ydao	predicted c32 trna thiolase
b1345	intr, eck1342, jw1339, ydap	rac prophage; integrase
b1346	ydaq, eck1343, jw5207	rac prophage; conserved protein
b1347	ydac, eck1344, jw1341	rac prophage; predicted protein
b1348	ralr, eck1345, jw5208, lar, ral, ydab	rac prophage; restriction alleviation protein
b1349	rect, eck1346, jw1343	rac prophage; recombination and repair protein
b1350	rece, eck1347, jw1344, rmub, sbca	rac prophage; exonuclease viii, 5' -> 3' specific dsdna exonuclease
b1351	racc, eck1348, jw1345, sbca	rac prophage; predicted protein
b1352	kilr, eck1350, jw1347, kil, ydad	rac prophage; inhibitor of ftsz, killing protein
b1353	sieb, eck1351, git, jw5209	rac prophage; phage superinfection exclusion protein
b1355	ydag, eck1353, gata, jw5210	rac prophage; predicted protein
b1356	racr, cohr, eck1354, jw1351, ydar	rac prophage; predicted dna-binding transcriptional regulator
b1357	ydas, eck1355, jw1352	rac prophage; predicted dna-binding transcriptional regulator
b1358	ydat, eck1356, jw1353	rac prophage; predicted protein
b1359	ydau, eck1357, jw1354	rac prophage; conserved protein
b1360	ydav, eck1358, jw1355	rac prophage; predicted dna replication protein
b1361	ydaw, eck1359, jw5211	pseudogene
b1362	rzpr, eck1360, jw5212, rz, ydax	pseudogene
b1363	trkg, eck1362, jw1358	rac prophage; potassium transporter subunit
b1365	ynak, eck1363, jw1359	rac prophage; conserved protein
b1366	yday, eck1364, jw1360	pseudogene
b1368	ynaa, eck1365, jw1361	pseudogene
b1370	insh, eck0261	is5 transposase and trans-activator
b1372	stfr, eck1367, jw1366, ynab	rac prophage; predicted tail fiber protein
b1374	pinr, eck1369, jw1368, ynad	rac prophage; predicted site-specific recombinase
b1375	ynae, eck1370, jw1369	rac prophage; predicted dna-binding transcriptional regulator
b1376	uspf, eck1371, jw1370, ynaf, yzzl	stress-induced protein, atp-binding protein
b1377	ompn, eck1372, jw1371, ynag	outer membrane pore protein n, non-specific
b1378	ydbk, eck1374, jw1372	fused predicted pyruvate-flavodoxin oxidoreductase: conserved
b1379	hslj, eck1376, jw1374, ydbi	heat-inducible protein
b1380	ldha, eck1377, hslf, hsli, htph, jw1375	fermentative d-lactate dehydrogenase, nad-dependent (ec:1,1,1,28)
b1381	ydbh, eck1378, jw1376	predicted protein
b1382	ynbe, eck1379, jw1377	predicted lipoprotein
b1383	ydbl, eck1380, jw5216	conserved protein
b1384	fear, eck1381, jw1379, maob, maor, maox, ydbm	dna-binding transcriptional dual regulator
b1385	feab, eck1382, jw1380, pada, ydbg	phenylacetaldehyde dehydrogenase (ec:1,2,1,39)
b1386	tyna, eck1383, jw1381, maoa	tyramine oxidase, copper-requiring (ec:1,4,3,21)
b1387	maoc, eck1384, jw1382, paaz, ydbn	fused aldehyde dehydrogenase/enoyl-coa hydratase
b1388	paaa, eck1385, jw1383, ydbo	predicted multicomponent oxygenase/reductase subunit for
b1389	paab, eck1386, jw1384, ynbf	predicted multicomponent oxygenase/reductase subunit for
b1390	paac, eck1387, jw1385, ydbp	predicted multicomponent oxygenase/reductase subunit for
b1391	paad, eck1388, jw5217, ydbq	predicted multicomponent oxygenase/reductase subunit for
b1392	paae, eck1389, jw1387, ydbr	predicted multicomponent oxygenase/reductase subunit for
